Demand ID,Plant ID,Cost_USD_per_MWh
D354,P52,71.544
D354,P53,60.417
D354,P54,49.548
D354,P55,60.817
D354,P56,55.432
D354,P57,50.052
D354,P58,77.746
D354,P59,79.841
D354,P60,60.494
D354,P61,43.796
D354,P62,66.977
D354,P63,56.873
D354,P64,65.137
D355,P1,60.323
D355,P2,66.796
D355,P3,57.434
D355,P4,67.93
D355,P5,62.254
D355,P6,66.156
D355,P7,45.629
D355,P8,68.066
D355,P9,57.883
D355,P10,63.901
D355,P11,55.437
D355,P12,61.053
D355,P13,69.831
D355,P14,55.238
D355,P15,53.059
D355,P16,56.001
D355,P17,59.7
D355,P18,52.321
D355,P19,64.172
D355,P20,53.406
D355,P21,46.475
D355,P22,49.86
D355,P23,65.802
D355,P24,55.795
D355,P25,55.071
D355,P26,48.533
D355,P27,49.684
D355,P28,43.691
D355,P29,71.536
D355,P30,60.322
D355,P31,61.494
D355,P32,64.047
D355,P33,52.623
D355,P34,65.875
D355,P35,62.267
D355,P36,61.75
D355,P37,56.94
D355,P38,48.962
D355,P39,65.588
D355,P40,56.394
D355,P41,78.495
D355,P42,52.898
D355,P43,44.35
D355,P44,64.13
D355,P45,60.445
D355,P46,71.795
D355,P47,64.309
D355,P48,74.812
D355,P49,51.795
D355,P50,60.055
D355,P51,63.593
D355,P52,70.559
D355,P53,57.59
D355,P54,50.686
D355,P55,67.407
D355,P56,53.998
D355,P57,52.931
D355,P58,72.933
D355,P59,74.154
D355,P60,48.62
D355,P61,44.455
D355,P62,64.256
D355,P63,60.191
D355,P64,63.014
D356,P1,75.201
D356,P2,85.582
D356,P3,70.691
D356,P4,79.851
D356,P5,87.727
D356,P6,74.265
D356,P7,61.474
D356,P8,71.975
D356,P9,59.787
D356,P10,69.387
D356,P11,66.887
D356,P12,66.032
D356,P13,72.476
D356,P14,50.745
D356,P15,46.1
D356,P16,64.832
D356,P17,66.644
D356,P18,57.897
D356,P19,72.414
D356,P20,58.879
D356,P21,73.083
D356,P22,45.509
D356,P23,63.759
D356,P24,59.169
D356,P25,57.376
D356,P26,48.682
D356,P27,63.836
D356,P28,43.967
D356,P29,242.12
D356,P30,66.277
D356,P31,68.979
D356,P32,68.919
D356,P33,59.142
D356,P34,61.611
D356,P35,47.816
D356,P36,68.998
D356,P37,71.757
D356,P38,64.491
D356,P39,69.425
D356,P40,64.987
D356,P41,67.634
D356,P42,44.218
D356,P43,61.188
D356,P44,59.623
D356,P45,74.051
D356,P46,74.665
D356,P47,66.282
D356,P48,65.389
D356,P49,61.413
D356,P50,64.98
D356,P51,62.986
D356,P52,71.111
D356,P53,58.677
D356,P54,66.524
D356,P55,62.369
D356,P56,55.681
D356,P57,57.313
D356,P58,72.464
D356,P59,67.153
D356,P60,54.633
D356,P61,62.096
D356,P62,65.828
D356,P63,62.255
D356,P64,54.978
D357,P1,59.437
D357,P2,75.596
D357,P3,47.486
D357,P4,75.393
D357,P5,79.867
D357,P6,76.547
D357,P7,74.132
D357,P8,67.575
D357,P9,76.059
D357,P10,76.811
D357,P11,64.321
D357,P12,74.963
D357,P13,66.227
D357,P14,67.431
D357,P15,55.497
D357,P16,67.011
D357,P17,73.261
D357,P18,66.694
D357,P19,57.772
D357,P20,56.906
D357,P21,55.564
D357,P22,58.411
D357,P23,76.34
D357,P24,67.049
D357,P25,63.91
D357,P26,54.81
D357,P27,61.415
D357,P28,46.007
D357,P29,82.954
D357,P30,53.344
D357,P31,65.831
D357,P32,63.76
D357,P33,43.98
D357,P34,61.503
D357,P35,66.378
D357,P36,63.767
D357,P37,66.547
D357,P38,51.44
D357,P39,71.56
D357,P40,69.444
D357,P41,87.804
D357,P42,61.26
D357,P43,56.805
D357,P44,70.135
D357,P45,70.974
D357,P46,75.601
D357,P47,77.63
D357,P48,85.724
D357,P49,71.565
D357,P50,59.722
D357,P51,66.314
D357,P52,74.463
D357,P53,65.459
D357,P54,47.871
D357,P55,71.888
D357,P56,71.84
D357,P57,63.272
D357,P58,78.626
D357,P59,94.275
D357,P60,53.566
D357,P61,113.53799999999998
D357,P62,81.149
D357,P63,69.05
D357,P64,67.879
D358,P1,66.567
D358,P2,71.481
D358,P3,65.357
D358,P4,80.558
D358,P5,83.283
D358,P6,66.654
D358,P7,57.397
D358,P8,73.56
D358,P9,59.28
D358,P10,61.556
D358,P11,66.173
D358,P12,60.633
D358,P13,71.271
D358,P14,42.562
D358,P15,51.453
D358,P16,54.703
D358,P17,70.321
D358,P18,55.796
D358,P19,58.922
D358,P20,49.98
D358,P21,45.287
D358,P22,53.061
D358,P23,61.859
D358,P24,58.282
D358,P25,54.57
D358,P26,52.801
D358,P27,53.778
D358,P28,50.466
D358,P29,55.634
D358,P30,57.532
D358,P31,73.123
D358,P32,56.643
D358,P33,48.704
D358,P34,56.58
D358,P35,50.935
D358,P36,59.266
D358,P37,57.535
D358,P38,35.159
D358,P39,68.785
D358,P40,55.688
D358,P41,79.635
D358,P42,41.363
D358,P43,48.398
D358,P44,62.677
D358,P45,53.394
D358,P46,74.316
D358,P47,66.331
D358,P48,64.565
D358,P49,41.214
D358,P50,60.117
D358,P51,52.999
D358,P52,73.078
D358,P53,61.804
D358,P54,45.575
D358,P55,65.075
D358,P56,38.203
D358,P57,51.426
D358,P58,73.702
D358,P59,73.158
D358,P60,55.65
D358,P61,47.043
D358,P62,61.326
D358,P63,51.031
D358,P64,63.282
D359,P1,75.903
D359,P2,80.175
D359,P3,73.836
D359,P4,73.547
D359,P5,70.694
D359,P6,72.362
D359,P7,59.95
D359,P8,72.593
D359,P9,57.041
D359,P10,62.154
D359,P11,65.9
D359,P12,64.144
D359,P13,75.744
D359,P14,51.143
D359,P15,55.501
D359,P16,63.48
D359,P17,72.161
D359,P18,60.728
D359,P19,65.533
D359,P20,56.732
D359,P21,61.181
D359,P22,56.564
D359,P23,68.994
D359,P24,64.034
D359,P25,63.979
D359,P26,50.951
D359,P27,58.02
D359,P28,51.822
D359,P29,61.236
D359,P30,71.844
D359,P31,68.328
D359,P32,63.677
D359,P33,63.206
D359,P34,54.53
D359,P35,55.195
D359,P36,62.963
D359,P37,63.989
D359,P38,55.68
D359,P39,65.932
D359,P40,61.868
D359,P41,65.656
D359,P42,51.907
D359,P43,56.731
D359,P44,65.856
D359,P45,65.016
D359,P46,73.766
D359,P47,64.164
D359,P48,62.278
D359,P49,55.726
D359,P50,63.606
D359,P51,60.421
D359,P52,75.218
D359,P53,59.049
D359,P54,59.782
D359,P55,66.313
D359,P56,45.416
D359,P57,53.831
D359,P58,74.105
D359,P59,70.995
D359,P60,49.936
D359,P61,60.481
D359,P62,62.624
D359,P63,61.943
D359,P64,58.536
D360,P1,45.221
D360,P2,69.32
D360,P3,39.369
D360,P4,75.989
D360,P5,85.037
D360,P6,62.816
D360,P7,65.108
D360,P8,56.772
D360,P9,53.675
D360,P10,57.769
D360,P11,60.16
D360,P12,72.719
D360,P13,56.079
D360,P14,54.991
D360,P15,36.81
D360,P16,53.183
D360,P17,63.179
D360,P18,54.278
D360,P19,53.623
D360,P20,48.828
D360,P21,53.785
D360,P22,42.659
D360,P23,57.611
D360,P24,42.828
D360,P25,42.499
D360,P26,48.758
D360,P27,56.98
D360,P28,40.075
D360,P29,64.549
D360,P30,35.069
D360,P31,62.773
D360,P32,52.517
D360,P33,30.759
D360,P34,58.06
D360,P35,46.925
D360,P36,48.808
D360,P37,61.679
D360,P38,39.982
D360,P39,66.73
D360,P40,54.81
D360,P41,78.57
D360,P42,36.973
D360,P43,53.378
D360,P44,57.996
D360,P45,57.206
D360,P46,64.725
D360,P47,69.089
D360,P48,67.264
D360,P49,49.938
D360,P50,47.676
D360,P51,56.723
D360,P52,54.596
D360,P53,55.924
D360,P54,35.162
D360,P55,52.273
D360,P56,61.133
D360,P57,50.549
D360,P58,65.948
D360,P59,77.101
D360,P60,48.718
D360,P61,41.895
D360,P62,70.21
D360,P63,56.923
D360,P64,66.945
D361,P1,66.733
D361,P2,74.474
D361,P3,68.642
D361,P4,73.622
D361,P5,65.741
D361,P6,62.815
D361,P7,51.024
D361,P8,64.378
D361,P9,54.331
D361,P10,58.036
D361,P11,56.492
D361,P12,56.614
D361,P13,67.478
D361,P14,47.731
D361,P15,48.056
D361,P16,53.435
D361,P17,60.796
D361,P18,52.36
D361,P19,63.904
D361,P20,46.468
D361,P21,49.548
D361,P22,48.233
D361,P23,62.242
D361,P24,50.845
D361,P25,49.824
D361,P26,40.057
D361,P27,49.949
D361,P28,47.711
D361,P29,53.857
D361,P30,53.318
D361,P31,54.098
D361,P32,61.681
D361,P33,53.774
D361,P34,55.578
D361,P35,52.757
D361,P36,58.904
D361,P37,60.773
D361,P38,41.116
D361,P39,61.949
D361,P40,52.035
D361,P41,67.9
D361,P42,36.328
D361,P43,47.07
D361,P44,46.17
D361,P45,61.037
D361,P46,71.145
D361,P47,55.597
D361,P48,58.516
D361,P49,37.902
D361,P50,46.616
D361,P51,54.651
D361,P52,60.102
D361,P53,55.797
D361,P54,53.197
D361,P55,55.147
D361,P56,39.011
D361,P57,50.476
D361,P58,64.373
D361,P59,60.68
D361,P60,51.828
D361,P61,52.618
D361,P62,59.808
D361,P63,56.32
D361,P64,51.615
D362,P1,54.242
D362,P2,79.247
D362,P3,43.942
D362,P4,74.556
D362,P5,78.823
D362,P6,62.057
D362,P7,67.091
D362,P8,60.068
D362,P9,60.946
D362,P10,60.462
D362,P11,56.329
D362,P12,61.335
D362,P13,70.004
D362,P14,50.701
D362,P15,30.237
D362,P16,49.021
D362,P17,59.1
D362,P18,57.489
D362,P19,53.348
D362,P20,54.043
D362,P21,58.116
D362,P22,46.65
D362,P23,41.354
D362,P24,44.61
D362,P25,49.882
D362,P26,52.161
D362,P27,45.54
D362,P28,38.834
D362,P29,51.991
D362,P30,58.911
D362,P31,74.965
D362,P32,62.081
D362,P33,36.622
D362,P34,56.148
D362,P35,51.036
D362,P36,51.413
D362,P37,60.51
D362,P38,51.652
D362,P39,52.24
D362,P40,52.258
D362,P41,74.315
D362,P42,36.103
D362,P43,37.77
D362,P44,53.147
D362,P45,50.307
D362,P46,66.969
D362,P47,64.814
D362,P48,66.791
D362,P49,60.621
D362,P50,62.294
D362,P51,59.801
D362,P52,72.41
D362,P53,54.157
D362,P54,42.362
D362,P55,53.166
D362,P56,54.894
D362,P57,57.756
D362,P58,86.934
D362,P59,63.309
D362,P60,38.71
D362,P61,45.799
D362,P62,61.042
D362,P63,53.744
D362,P64,59.342
D363,P1,60.07
D363,P2,79.501
D363,P3,70.442
D363,P4,80.658
D363,P5,74.311
D363,P6,61.511
D363,P7,60.889
D363,P8,65.273
D363,P9,56.93
D363,P10,50.681
D363,P11,58.656
D363,P12,52.296
D363,P13,70.515
D363,P14,46.642
D363,P15,38.888
D363,P16,46.739
D363,P17,54.588
D363,P18,51.824
D363,P19,63.481
D363,P20,43.478
D363,P21,53.788
D363,P22,54.9
D363,P23,60.412
D363,P24,53.271
D363,P25,52.169
D363,P26,47.002
D363,P27,52.058
D363,P28,43.181
D363,P29,51.958
D363,P30,52.684
D363,P31,70.937
D363,P32,72.265
D363,P33,51.484
D363,P34,58.259
D363,P35,54.286
D363,P36,52.171
D363,P37,61.261
D363,P38,49.997
D363,P39,65.769
D363,P40,52.051
D363,P41,71.368
D363,P42,48.725
D363,P43,54.215
D363,P44,53.511
D363,P45,57.789
D363,P46,67.224
D363,P47,59.191
D363,P48,57.539
D363,P49,49.999
D363,P50,56.546
D363,P51,63.568
D363,P52,65.005
D363,P53,49.542
D363,P54,56.825
D363,P55,52.288
D363,P56,51.107
D363,P57,58.501
D363,P58,72.444
D363,P59,72.669
D363,P60,49.932
D363,P61,59.14
D363,P62,62.09
D363,P63,53.514
D363,P64,49.763
D364,P1,68.73
D364,P2,79.768
D364,P3,64.595
D364,P4,75.182
D364,P5,94.834
D364,P6,70.509
D364,P7,81.423
D364,P8,78.012
D364,P9,67.93
D364,P10,75.203
D364,P11,76.663
D364,P12,78.095
D364,P13,84.342
D364,P14,52.325
D364,P15,45.425
D364,P16,70.112
D364,P17,70.982
D364,P18,58.931
D364,P19,59.752
D364,P20,58.271
D364,P21,71.1
D364,P22,52.936
D364,P23,48.574
D364,P24,64.021
D364,P25,56.938
D364,P26,45.785
D364,P27,54.409
D364,P28,51.812
D364,P29,56.775
D364,P30,63.281
D364,P31,83.455
D364,P32,68.121
D364,P33,46.528
D364,P34,54.915
D364,P35,54.468
D364,P36,60.443
D364,P37,71.793
D364,P38,65.089
D364,P39,68.844
D364,P40,54.329
D364,P41,56.225
D364,P42,42.869
D364,P43,51.909
D364,P44,65.532
D364,P45,74.477
D364,P46,68.927
D364,P47,72.349
D364,P48,67.902
D364,P49,69.351
D364,P50,81.51
D364,P51,64.081
D364,P52,82.592
D364,P53,57.496
D364,P54,49.564
D364,P55,65.967
D364,P56,65.033
D364,P57,67.161
D364,P58,86.324
D364,P59,66.158
D364,P60,45.822
D364,P61,58.277
D364,P62,69.214
D364,P63,63.604
D364,P64,65.873
D365,P1,72.778
D365,P2,85.944
D365,P3,64.404
D365,P4,84.524
D365,P5,81.399
D365,P6,68.232
D365,P7,71.851
D365,P8,71.395
D365,P9,69.352
D365,P10,78.601
D365,P11,61.061
D365,P12,61.846
D365,P13,73.482
D365,P14,55.783
D365,P15,44.891
D365,P16,60.554
D365,P17,64.22
D365,P18,59.608
D365,P19,67.052
D365,P20,61.301
D365,P21,56.375
D365,P22,53.306
D365,P23,70.83
D365,P24,66.067
D365,P25,62.989
D365,P26,42.885
D365,P27,56.068
D365,P28,44.689
D365,P29,65.232
D365,P30,68.605
D365,P31,68.251
D365,P32,73.669
D365,P33,51.97
D365,P34,59.532
D365,P35,56.521
D365,P36,65.723
D365,P37,68.074
D365,P38,69.219
D365,P39,66.096
D365,P40,71.897
D365,P41,72.278
D365,P42,41.473
D365,P43,60.539
D365,P44,52.63
D365,P45,67.827
D365,P46,76.188
D365,P47,69.444
D365,P48,76.011
D365,P49,60.656
D365,P50,65.038
D365,P51,66.872
D365,P52,72.384
D365,P53,58.454
D365,P54,61.539
D365,P55,63.436
D365,P56,56.522
D365,P57,64.845
D365,P58,75.954
D365,P59,70.48
D365,P60,51.841
D365,P61,56.32
D365,P62,61.973
D365,P63,57.346
D365,P64,54.755
D366,P1,65.826
D366,P2,84.564
D366,P3,51.72
D366,P4,71.026
D366,P5,75.22
D366,P6,71.341
D366,P7,57.571
D366,P8,59.34
D366,P9,60.082
D366,P10,65.271
D366,P11,59.417
D366,P12,74.002
D366,P13,62.235
D366,P14,61.248
D366,P15,49.96
D366,P16,51.442
D366,P17,58.01
D366,P18,62.527
D366,P19,73.38
D366,P20,65.455
D366,P21,67.195
D366,P22,37.259
D366,P23,73.892
D366,P24,67.268
D366,P25,55.209
D366,P26,45.755
D366,P27,58.417
D366,P28,39.642
D366,P29,77.384
D366,P30,61.875
D366,P31,60.361
D366,P32,78.239
D366,P33,53.6
D366,P34,61.664
D366,P35,59.162
D366,P36,68.68
D366,P37,73.393
D366,P38,62.252
D366,P39,64.785
D366,P40,71.59
D366,P41,67.755
D366,P42,53.877
D366,P43,64.225
D366,P44,54.137
D366,P45,68.182
D366,P46,72.825
D366,P47,62.499
D366,P48,72.505
D366,P49,67.202
D366,P50,62.754
D366,P51,70.915
D366,P52,68.359
D366,P53,61.694
D366,P54,66.897
D366,P55,62.463
D366,P56,68.63
D366,P57,62.859
D366,P58,69.956
D366,P59,74.881
D366,P60,49.961
D366,P61,54.31
D366,P62,71.218
D366,P63,69.113
D366,P64,53.135
D367,P1,57.634
D367,P2,65.081
D367,P3,54.48
D367,P4,72.721
D367,P5,72.496
D367,P6,69.447
D367,P7,57.48
D367,P8,69.044
D367,P9,60.161
D367,P10,58.662
D367,P11,68.91
D367,P12,68.38
D367,P13,75.38
D367,P14,51.995
D367,P15,41.617
D367,P16,61.425
D367,P17,63.328
D367,P18,63.579
D367,P19,52.743
D367,P20,52.961
D367,P21,53.685
D367,P22,52.172
D367,P23,59.789
D367,P24,51.497
D367,P25,52.905
D367,P26,46.004
D367,P27,45.215
D367,P28,49.09
D367,P29,69.379
D367,P30,62.244
D367,P31,74.085
D367,P32,59.698
D367,P33,47.224
D367,P34,61.831
D367,P35,56.425
D367,P36,59.867
D367,P37,55.727
D367,P38,44.919
D367,P39,63.681
D367,P40,57.157
D367,P41,79.084
D367,P42,59.778
D367,P43,45.335
D367,P44,64.92
D367,P45,54.812
D367,P46,75.382
D367,P47,68.343
D367,P48,74.513
D367,P49,55.448
D367,P50,62.906
D367,P51,55.907
D367,P52,82.382
D367,P53,65.745
D367,P54,43.594
D367,P55,69.598
D367,P56,57.796
D367,P57,54.777
D367,P58,78.657
D367,P59,79.479
D367,P60,45.969
D367,P61,48.157
D367,P62,68.171
D367,P63,58.466
D367,P64,64.074
D368,P1,72.696
D368,P2,79.203
D368,P3,73.764
D368,P4,85.519
D368,P5,84.253
D368,P6,75.911
D368,P7,65.914
D368,P8,77.625
D368,P9,62.592
D368,P10,69.998
D368,P11,62.142
D368,P12,64.664
D368,P13,75.184
D368,P14,50.886
D368,P15,57.692
D368,P16,56.27
D368,P17,69.632
D368,P18,59.071
D368,P19,70.695
D368,P20,55.487
D368,P21,57.017
D368,P22,50.431
D368,P23,66.858
D368,P24,62.155
D368,P25,58.283
D368,P26,47.433
D368,P27,54.547
D368,P28,48.918
D368,P29,60.32
D368,P30,59.742
D368,P31,71.564
D368,P32,71.485
D368,P33,54.428
D368,P34,72.078
D368,P35,53.415
D368,P36,62.383
D368,P37,65.79
D368,P38,59.9
D368,P39,63.806
D368,P40,64.274
D368,P41,70.635
D368,P42,43.879
D368,P43,54.61
D368,P44,57.772
D368,P45,71.254
D368,P46,75.362
D368,P47,66.254
D368,P48,70.253
D368,P49,53.204
D368,P50,56.725
D368,P51,64.724
D368,P52,77.697
D368,P53,56.892
D368,P54,57.934
D368,P55,63.249
D368,P56,48.053
D368,P57,59.866
D368,P58,71.872
D368,P59,71.075
D368,P60,56.986
D368,P61,57.043
D368,P62,63.857
D368,P63,55.484
D368,P64,62.08
D369,P1,59.715
D369,P2,71.446
D369,P3,63.857
D369,P4,78.29
D369,P5,70.25
D369,P6,74.248
D369,P7,62.154
D369,P8,68.579
D369,P9,59.64
D369,P10,65.876
D369,P11,57.529
D369,P12,62.787
D369,P13,73.896
D369,P14,49.006
D369,P15,50.522
D369,P16,52.689
D369,P17,68.881
D369,P18,56.865
D369,P19,58.063
D369,P20,56.021
D369,P21,51.464
D369,P22,49.599
D369,P23,60.868
D369,P24,55.095
D369,P25,54.291
D369,P26,47.979
D369,P27,45.274
D369,P28,46.281
D369,P29,56.301
D369,P30,51.036
D369,P31,67.774
D369,P32,59.732
D369,P33,42.907
D369,P34,64.113
D369,P35,54.372
D369,P36,55.473
D369,P37,72.112
D369,P38,42.632
D369,P39,60.953
D369,P40,53.983
D369,P41,77.026
D369,P42,46.72
D369,P43,47.862
D369,P44,59.932
D369,P45,68.999
D369,P46,72.511
D369,P47,70.837
D369,P48,69.991
D369,P49,50.629
D369,P50,59.851
D369,P51,52.252
D369,P52,68.825
D369,P53,61.731
D369,P54,48.113
D369,P55,64.666
D369,P56,48.557
D369,P57,50.421
D369,P58,74.522
D369,P59,77.38
D369,P60,48.741
D369,P61,48.977
D369,P62,63.453
D369,P63,62.394
D369,P64,65.934
D370,P1,66.051
D370,P2,88.719
D370,P3,57.755
D370,P4,66.067
D370,P5,81.075
D370,P6,59.195
D370,P7,50.796
D370,P8,64.132
D370,P9,55.256
D370,P10,56.774
D370,P11,60.493
D370,P12,67.061
D370,P13,73.717
D370,P14,55.905
D370,P15,43.615
D370,P16,63.711
D370,P17,57.327
D370,P18,71.268
D370,P19,72.677
D370,P20,55.396
D370,P21,68.936
D370,P22,44.629
D370,P23,54.759
D370,P24,44.414
D370,P25,58.816
D370,P26,50.907
D370,P27,57.922
D370,P28,44.7
D370,P29,72.045
D370,P30,74.742
D370,P31,65.992
D370,P32,68.953
D370,P33,54.687
D370,P34,61.343
D370,P35,53.584
D370,P36,64.686
D370,P37,57.116
D370,P38,59.263
D370,P39,62.196
D370,P40,77.703
D370,P41,76.463
D370,P42,46.098
D370,P43,49.749
D370,P44,59.131
D370,P45,60.285
D370,P46,71.473
D370,P47,74.474
D370,P48,67.893
D370,P49,66.491
D370,P50,55.782
D370,P51,62.492
D370,P52,66.429
D370,P53,72.044
D370,P54,65.705
D370,P55,57.506
D370,P56,62.867
D370,P57,55.294
D370,P58,72.023
D370,P59,69.338
D370,P60,47.169
D370,P61,53.353
D370,P62,65.261
D370,P63,59.559
D370,P64,61.708
D371,P1,64.361
D371,P2,82.182
D371,P3,58.511
D371,P4,65.956
D371,P5,58.993
D371,P6,53.085
D371,P7,38.305
D371,P8,56.04
D371,P9,56.206
D371,P10,46.562
D371,P11,48.119
D371,P12,44.331
D371,P13,67.964
D371,P14,46.635
D371,P15,42.083
D371,P16,44.731
D371,P17,48.042
D371,P18,53.74
D371,P19,64.568
D371,P20,44.962
D371,P21,56.737
D371,P22,36.209
D371,P23,63.646
D371,P24,54.766
D371,P25,58.096
D371,P26,45.205
D371,P27,49.703
D371,P28,39.713
D371,P29,73.215
D371,P30,67.652
D371,P31,51.543
D371,P32,73.159
D371,P33,57.427
D371,P34,63.416
D371,P35,59.302
D371,P36,52.865
D371,P37,54.961
D371,P38,55.983
D371,P39,57.107
D371,P40,66.046
D371,P41,66.592
D371,P42,45.307
D371,P43,47.758
D371,P44,49.426
D371,P45,53.863
D371,P46,73.337
D371,P47,61.415
D371,P48,60.863
D371,P49,53.237
D371,P50,55.266
D371,P51,65.612
D371,P52,57.894
D371,P53,54.391
D371,P54,71.055
D371,P55,61.949
D371,P56,55.87
D371,P57,47.756
D371,P58,67.131
D371,P59,62.311
D371,P60,37.986
D371,P61,53.772
D371,P62,58.795
D371,P63,49.974
D371,P64,39.211
D372,P1,52.333
D372,P2,70.366
D372,P3,50.783
D372,P4,66.405
D372,P5,69.157
D372,P6,64.002
D372,P7,55.13
D372,P8,62.744
D372,P9,56.585
D372,P10,57.078
D372,P11,59.115
D372,P12,66.862
D372,P13,64.36
D372,P14,45.168
D372,P15,41.926
D372,P16,61.107
D372,P17,54.938
D372,P18,48.096
D372,P19,60.106
D372,P20,48.986
D372,P21,55.426
D372,P22,45.603
D372,P23,57.981
D372,P24,45.967
D372,P25,49.991
D372,P26,47.981
D372,P27,56.227
D372,P28,42.857
D372,P29,62.173
D372,P30,49.155
D372,P31,63.149
D372,P32,60.621
D372,P33,43.025
D372,P34,54.866
D372,P35,51.64
D372,P36,58.51
D372,P37,58.009
D372,P38,43.525
D372,P39,59.372
D372,P40,51.52
D372,P41,72.884
D372,P42,41.144
D372,P43,46.884
D372,P44,55.457
D372,P45,56.308
D372,P46,67.787
D372,P47,63.895
D372,P48,69.437
D372,P49,47.428
D372,P50,56.009
D372,P51,58.979
D372,P52,57.846
D372,P53,55.299
D372,P54,46.213
D372,P55,60.522
D372,P56,54.824
D372,P57,52.831
D372,P58,66.936
D372,P59,65.782
D372,P60,126.546
D372,P61,43.366
D372,P62,59.817
D372,P63,56.893
D372,P64,61.564
D373,P1,68.229
D373,P2,72.578
D373,P3,59.076
D373,P4,68.544
D373,P5,64.012
D373,P6,68.233
D373,P7,51.473
D373,P8,68.541
D373,P9,54.436
D373,P10,58.44
D373,P11,60.619
D373,P12,57.848
D373,P13,78.326
D373,P14,46.843
D373,P15,52.465
D373,P16,58.386
D373,P17,64.322
D373,P18,59.8
D373,P19,57.534
D373,P20,47.836
D373,P21,52.743
D373,P22,51.42
D373,P23,61.95
D373,P24,63.295
D373,P25,55.642
D373,P26,40.257
D373,P27,50.209
D373,P28,41.767
D373,P29,68.685
D373,P30,61.926
D373,P31,54.665
D373,P32,60.378
D373,P33,56.696
D373,P34,54.174
D373,P35,57.368
D373,P36,61.804
D373,P37,51.988
D373,P38,57.775
D373,P39,61.694
D373,P40,59.766
D373,P41,68.016
D373,P42,42.459
D373,P43,45.556
D373,P44,53.607
D373,P45,55.617
D373,P46,76.416
D373,P47,55.788
D373,P48,68.78
D373,P49,47.21
D373,P50,55.832
D373,P51,58.085
D373,P52,68.172
D373,P53,58.75
D373,P54,54.679
D373,P55,69.022
D373,P56,48.192
D373,P57,49.037
D373,P58,65.297
D373,P59,66.857
D373,P60,45.169
D373,P61,49.577
D373,P62,55.237
D373,P63,57.888
D373,P64,53.325
D374,P1,58.862
D374,P2,77.426
D374,P3,59.062
D374,P4,76.189
D374,P5,65.994
D374,P6,68.237
D374,P7,63.653
D374,P8,63.912
D374,P9,56.211
D374,P10,59.089
D374,P11,52.211
D374,P12,57.752
D374,P13,67.765
D374,P14,42.246
D374,P15,51.763
D374,P16,45.901
D374,P17,55.26
D374,P18,50.084
D374,P19,68.166
D374,P20,50.449
D374,P21,50.875
D374,P22,43.925
D374,P23,51.869
D374,P24,59.213
D374,P25,53.656
D374,P26,44.647
D374,P27,56.658
D374,P28,45.139
D374,P29,57.141
D374,P30,46.422
D374,P31,71.315
D374,P32,68.943
D374,P33,39.977
D374,P34,60.578
D374,P35,54.963
D374,P36,50.452
D374,P37,68.192
D374,P38,45.583
D374,P39,56.151
D374,P40,42.959
D374,P41,66.301
D374,P42,49.385
D374,P43,48.295
D374,P44,54.347
D374,P45,62.896
D374,P46,62.412
D374,P47,67.386
D374,P48,59.735
D374,P49,46.369
D374,P50,67.773
D374,P51,67.173
D374,P52,59.082
D374,P53,51.472
D374,P54,63.514
D374,P55,47.293
D374,P56,57.873
D374,P57,53.149
D374,P58,65.188
D374,P59,60.396
D374,P60,46.945
D374,P61,55.088
D374,P62,63.396
D374,P63,65.782
D374,P64,57.671
D375,P1,55.003
D375,P2,65.818
D375,P3,49.038
D375,P4,77.41
D375,P5,75.013
D375,P6,59.876
D375,P7,55.328
D375,P8,59.674
D375,P9,47.727
D375,P10,54.805
D375,P11,58.828
D375,P12,61.606
D375,P13,75.07
D375,P14,38.517
D375,P15,42.944
D375,P16,61.004
D375,P17,65.304
D375,P18,46.64
D375,P19,49.398
D375,P20,38.945
D375,P21,43.503
D375,P22,44.54
D375,P23,49.179
D375,P24,47.235
D375,P25,51.996
D375,P26,41.046
D375,P27,44.646
D375,P28,34.596
D375,P29,61.075
D375,P30,38.259
D375,P31,67.665
D375,P32,50.575
D375,P33,40.062
D375,P34,46.528
D375,P35,49.001
D375,P36,48.825
D375,P37,55.805
D375,P38,38.161
D375,P39,71.807
D375,P40,52.739
D375,P41,73.649
D375,P42,26.983
D375,P43,42.69
D375,P44,58.203
D375,P45,56.127
D375,P46,76.953
D375,P47,60.465
D375,P48,66.443
D375,P49,40.985
D375,P50,47.078
D375,P51,50.728
D375,P52,61.863
D375,P53,60.522
D375,P54,35.073
D375,P55,54.98
D375,P56,38.834
D375,P57,42.478
D375,P58,70.36
D375,P59,70.631
D375,P60,50.078
D375,P61,35.841
D375,P62,62.265
D375,P63,45.228
D375,P64,59.205
D376,P1,65.25
D376,P2,73.867
D376,P3,51.529
D376,P4,68.973
D376,P5,75.95
D376,P6,64.795
D376,P7,53.902
D376,P8,65.136
D376,P9,59.31
D376,P10,60.643
D376,P11,64.858
D376,P12,68.77
D376,P13,78.21
D376,P14,49.4
D376,P15,48.64
D376,P16,70.639
D376,P17,72.391
D376,P18,62.204
D376,P19,60.13
D376,P20,45.927
D376,P21,63.06
D376,P22,50.933
D376,P23,61.809
D376,P24,53.106
D376,P25,62.764
D376,P26,47.933
D376,P27,56.145
D376,P28,40.744
D376,P29,73.327
D376,P30,58.429
D376,P31,62.873
D376,P32,51.727
D376,P33,56.268
D376,P34,51.38
D376,P35,58.799
D376,P36,58.819
D376,P37,59.613
D376,P38,55.356
D376,P39,68.416
D376,P40,64.765
